employment_type,required_experience,required_education,company_profile_length,description_length,requirements_length,benefits_length,industry_SWOE,function_SWOE,from_US,money_in_title,mentions_salary,telecommuting,has_company_logo,has_questions,has_email,has_phone,has_url,has_fraud_bigram,has_legit_bigram,fraudulent
Unspecified,Unspecified,Unspecified,0,456,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,1,1,0
Full-time,Entry level,Unspecified,0,104,159,10,-3.437567297,-4.708274573,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Not Applicable,Unspecified,165,52,55,0,-3.972869919,-3.550086188,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,0,206,0,0,-6.996930879,-2.898919407,1,0,1,0,0,0,0,0,0,0,1,0
Temporary,Entry level,High School or equivalent,97,188,0,0,-7.16991887,-2.898919407,1,0,0,0,1,1,0,0,0,1,1,0
Unspecified,Unspecified,Unspecified,99,126,143,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,49,95,25,73,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,0,0
Other,Internship,High School or equivalent,119,333,72,26,-2.856609018,-7.917538129,0,0,0,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Unspecified,56,301,0,0,-3.056588271,-2.806386024,0,0,0,0,1,0,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Director,Bachelor's Degree,187,16,198,0,-2.834459249,-3.080366137,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,142,57,148,9,-3.972869919,-3.981639589,0,0,1,0,0,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,87,130,112,125,-5.60491141,-3.981639589,0,0,0,0,1,0,1,0,1,0,1,0
Unspecified,Unspecified,Unspecified,0,42,137,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Unspecified,Bachelor's Degree,231,239,65,0,-3.769772449,-1.974210465,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,0,119,60,0,-4.811207611,-2.806386024,0,0,1,0,0,0,0,0,0,0,0,0
Full-time,Entry level,Bachelor's Degree,220,397,39,0,-4.095068015,-2.898919407,0,0,1,0,1,0,0,0,1,0,1,0
Full-time,Associate,Unspecified,109,94,192,22,-3.056588271,-2.391780105,0,0,0,0,1,0,0,0,0,0,1,0
Part-time,Unspecified,Unspecified,77,279,116,0,-6.522592019,-1.458699604,1,0,0,0,1,1,0,0,1,1,1,0
Full-time,Associate,Bachelor's Degree,120,446,0,0,-3.972869919,-3.981639589,0,0,1,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,132,282,0,0,-5.60491141,-3.981639589,0,0,0,0,1,1,0,0,1,0,0,0
Full-time,Entry level,Bachelor's Degree,119,229,82,213,-2.856609018,-4.403047312,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,85,115,91,15,-9.996358046,-2.391780105,0,0,0,1,1,0,0,0,1,0,1,0
Full-time,Associate,Unspecified,154,109,49,95,-2.970474687,-3.549243538,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Master's Degree,34,129,144,0,-4.401665189,-2.391780105,1,0,0,0,0,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,0,52,0,0,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,20,221,87,81,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,34,131,0,0,-2.834459249,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Director,Bachelor's Degree,53,56,387,17,-3.846767945,-4.403047312,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Entry level,Unspecified,298,128,85,14,-9.996358046,-4.403047312,0,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,136,101,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,1,0,0,0,1,0
Full-time,Entry level,Bachelor's Degree,83,311,134,0,-3.437567297,-4.708274573,0,0,1,0,1,0,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,130,123,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,1,0,0,0
Full-time,Mid-Senior level,Unspecified,0,184,39,0,-2.498791322,-3.549243538,0,1,1,0,0,0,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,50,69,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,136,100,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,34,105,0,0,-2.856609018,-2.898919407,1,0,0,0,0,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,398,240,650,0,-2.856609018,-2.391780105,0,0,1,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,199,305,118,173,-3.972869919,-2.851360103,0,0,1,0,1,1,0,0,1,1,0,0
Full-time,Mid-Senior level,Bachelor's Degree,11,62,78,0,-5.60491141,-3.981639589,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,434,59,101,4,-5.60491141,-4.708274573,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,103,85,124,22,-2.498791322,-2.898919407,0,0,0,1,1,0,0,0,1,0,1,0
Contract,Unspecified,Bachelor's Degree,9,29,18,3,-9.740450581,-5.736378521,1,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,110,441,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,1,0,1,0
Contract,Entry level,Unspecified,0,96,26,25,-2.816247479,-2.898919407,1,0,1,0,0,0,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,34,309,0,0,-3.252302048,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Entry level,Bachelor's Degree,0,52,0,0,-5.60491141,-2.391780105,1,0,1,0,0,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,0,82,0,0,-2.856609018,-2.834705855,1,0,1,0,0,0,0,0,0,0,0,0
Part-time,Unspecified,Unspecified,0,20,6,3,-2.823138472,-2.216166691,1,0,0,0,0,1,0,0,0,1,0,0
Part-time,Entry level,High School or equivalent,136,248,51,33,-3.959154557,-5.775604967,1,0,0,0,1,1,0,0,1,1,0,0
Full-time,Mid-Senior level,Unspecified,0,314,10,6,-2.834459249,-2.391780105,0,0,1,0,0,0,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,0,330,46,0,-3.769772449,-3.943048543,1,0,0,0,0,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,196,387,314,47,-5.60491141,-4.708274573,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,131,164,25,0,-0.495323056,-2.216166691,1,0,0,0,1,1,0,0,0,1,0,1
Part-time,Unspecified,Unspecified,0,69,4,0,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,1,1,0,1
Full-time,Not Applicable,Unspecified,0,230,19,24,-0.977660261,-2.898919407,1,0,0,0,0,1,1,0,0,1,0,1
Full-time,Unspecified,Unspecified,220,208,110,23,-4.095068015,-3.981639589,0,0,0,0,1,1,0,0,1,0,0,0
Full-time,Associate,Bachelor's Degree,0,238,51,37,-3.028126795,-3.549243538,1,0,1,0,0,1,0,0,1,0,1,0
Full-time,Entry level,High School or equivalent,36,220,23,37,-2.856609018,-3.549243538,1,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,0,574,0,0,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,402,426,91,30,-2.498791322,-3.549243538,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,0,539,0,0,-9.996358046,-3.981639589,1,0,0,0,1,0,1,0,0,0,1,0
Unspecified,Unspecified,Unspecified,0,417,49,1,-2.823138472,-2.898919407,0,0,0,0,0,1,1,0,0,0,0,0
Unspecified,Unspecified,Unspecified,0,366,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,1,0,0,0,0,0
Full-time,Mid-Senior level,Doctorate,120,142,113,42,-4.10988911,-2.391780105,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,50,167,159,43,-5.60491141,-6.958428728,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,107,345,191,0,-7.370729443,-2.851360103,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,192,255,74,0,-3.863756234,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,410,70,16,4,-3.934917469,-2.853301252,1,0,1,1,1,0,0,0,0,1,0,0
Full-time,Mid-Senior level,Bachelor's Degree,192,255,70,0,-3.863756234,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,83,308,193,172,-9.996358046,-4.403047312,1,0,0,0,1,0,0,0,1,0,1,0
Contract,Unspecified,Bachelor's Degree,9,57,15,3,-9.740450581,-5.736378521,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Associate,Unspecified,136,121,254,6,-3.056588271,-2.391780105,0,0,0,0,1,0,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,333,10,739,8,-2.169675367,-2.898919407,0,0,0,0,1,0,1,0,0,0,1,0
Unspecified,Unspecified,Unspecified,11,112,249,54,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,1,1,0
Unspecified,Unspecified,Unspecified,135,136,265,295,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,66,12,7,33,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,High School or equivalent,214,389,6,9,-6.244489818,-2.216166691,1,0,0,0,1,0,0,1,0,0,1,0
Unspecified,Unspecified,Unspecified,74,615,286,35,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,1,1,0
Unspecified,Unspecified,Unspecified,0,64,0,0,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Associate Degree,0,199,46,14,-7.317348974,-3.943048543,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,88,166,132,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,0,1,0
Part-time,Associate,Bachelor's Degree,168,125,52,2,-9.996358046,-1.458699604,0,0,0,0,1,0,1,0,1,1,1,0
Unspecified,Unspecified,Unspecified,0,743,0,0,-2.823138472,-2.898919407,1,0,0,0,0,1,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,0,448,11,0,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,578,34,0,0,-2.823138472,-2.898919407,1,0,0,1,1,1,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,0,474,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,1,1,0
Full-time,Mid-Senior level,Bachelor's Degree,231,459,380,22,-2.169675367,-3.943048543,1,0,1,0,1,0,0,0,0,1,1,0
Unspecified,Unspecified,Unspecified,0,404,0,0,-2.823138472,-2.898919407,1,0,0,0,0,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,0,532,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Not Applicable,Unspecified,0,49,9,16,-9.996358046,-2.898919407,1,0,0,0,0,0,0,0,1,0,0,0
Contract,Entry level,High School or equivalent,6,33,19,17,-3.972869919,-2.853301252,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,106,144,438,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,106,223,252,205,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,0,137,197,9,-9.996358046,-2.216166691,1,0,0,0,0,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,0,30,13,0,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,0,0,0,0
Full-time,Associate,Unspecified,136,139,236,5,-3.056588271,-2.391780105,0,0,0,0,1,0,0,0,1,0,0,0
Full-time,Entry level,Bachelor's Degree,275,237,293,19,-7.104269424,-4.282798225,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Entry level,High School or equivalent,88,175,89,0,-2.970474687,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Part-time,Not Applicable,Unspecified,114,18,17,23,-2.169675367,-2.216166691,0,0,0,0,1,1,0,0,0,0,0,0
Part-time,Entry level,High School or equivalent,88,170,184,0,-3.972869919,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Unspecified,Unspecified,Unspecified,0,24,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,1,0,0,0,0,0
Full-time,Mid-Senior level,Vocational,65,115,225,25,-3.972869919,-2.851360103,1,0,1,0,0,1,0,0,1,0,1,0
Full-time,Executive,Professional,148,302,127,210,-6.427134843,-3.943048543,1,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,0,40,0,0,-2.823138472,-2.898919407,0,0,0,0,0,0,1,0,0,0,0,0
Full-time,Entry level,High School or equivalent,0,323,0,11,-3.056588271,-3.549243538,1,0,1,1,0,0,0,0,0,0,0,0
Full-time,Entry level,High School or equivalent,6,38,26,25,-2.894588944,-7.789313116,0,0,1,0,1,1,0,0,0,1,0,0
Unspecified,Unspecified,Unspecified,220,522,78,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,38,67,405,0,-2.856609018,-4.835137309,0,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,0,72,133,47,-2.823138472,-2.898919407,1,0,0,0,0,1,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,0,12,35,6,-2.823138472,-2.898919407,0,0,0,0,0,1,0,0,0,0,1,0
Full-time,Not Applicable,Unspecified,0,174,5,2,-3.134094473,-3.549243538,1,0,0,0,0,0,0,1,1,1,0,0
Full-time,Unspecified,Bachelor's Degree,15,87,3,0,-2.169675367,-5.775604967,1,0,0,0,1,0,0,0,0,0,0,0
Contract,Entry level,Bachelor's Degree,119,119,76,15,-3.972869919,-3.550086188,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Master's Degree,31,112,47,0,-9.996358046,-4.403047312,0,0,0,0,1,0,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,56,223,177,77,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,1,1,0
Contract,Mid-Senior level,Unspecified,0,60,4,0,-6.787626341,-1.84570792,1,0,1,0,0,0,1,0,0,0,0,0
Full-time,Entry level,High School or equivalent,88,221,109,0,-5.60491141,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Unspecified,10,499,71,0,-5.60491141,-3.981639589,1,0,0,0,0,1,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,373,721,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,345,332,21,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,29,78,0,4,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,0,0,0
Other,Not Applicable,Unspecified,0,241,39,11,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,176,239,120,155,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Bachelor's Degree,402,383,151,157,-2.498791322,-4.403047312,0,0,0,0,1,0,0,0,1,0,0,0
Full-time,Entry level,High School or equivalent,0,88,0,0,-2.498791322,-2.853301252,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,Unspecified,275,181,113,0,-7.492904484,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,148,107,75,49,-5.421035692,-4.835137309,1,0,0,0,0,0,0,0,0,0,0,0
Full-time,Internship,Unspecified,66,559,75,42,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Part-time,Entry level,High School or equivalent,0,82,119,7,-6.20358694,-1.458699604,1,0,1,0,1,0,0,0,0,1,1,0
Full-time,Unspecified,Bachelor's Degree,0,128,36,63,-5.60491141,-3.549243538,0,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,136,101,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,1,0,0,0,1,0
Full-time,Entry level,Bachelor's Degree,109,47,56,0,-3.437567297,-4.708274573,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,113,117,25,0,-3.972869919,-3.981639589,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,77,231,0,8,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,192,70,34,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,1,1,0
Unspecified,Unspecified,Unspecified,0,10,0,0,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,88,192,22,166,-2.633916062,-3.549243538,1,0,1,0,1,0,0,0,1,1,1,0
Full-time,Entry level,Unspecified,39,266,33,0,-3.769772449,-2.853301252,0,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,66,53,122,9,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,111,342,102,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Contract,Mid-Senior level,Bachelor's Degree,0,476,0,0,-2.894588944,-3.550086188,1,0,0,0,0,0,0,0,0,0,0,0
Full-time,Associate,Unspecified,136,109,160,5,-3.056588271,-4.382942415,0,0,0,0,1,1,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,0,119,2,0,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,0,1,0,0
Full-time,Mid-Senior level,Bachelor's Degree,152,312,52,66,-3.769772449,-3.943048543,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Bachelor's Degree,0,348,18,0,-3.056588271,-3.549243538,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Master's Degree,168,520,50,0,-2.823138472,-5.736378521,1,0,0,0,1,1,0,0,0,1,1,0
Unspecified,Unspecified,Unspecified,0,99,41,12,-2.823138472,-2.898919407,1,0,0,0,0,1,0,0,0,0,0,0
Full-time,Entry level,Bachelor's Degree,0,380,0,0,-0.495323056,-1.458699604,0,0,0,0,0,0,0,0,0,1,0,1
Unspecified,Unspecified,Unspecified,212,194,179,298,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,72,194,109,42,-3.056588271,-3.780290306,0,0,1,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Associate Degree,0,136,209,101,-6.522592019,-4.835137309,1,0,0,0,0,0,0,0,0,0,1,0
Contract,Entry level,Bachelor's Degree,9,27,20,3,-9.740450581,-5.736378521,1,0,0,0,1,1,0,0,0,0,0,0
Full-time,Not Applicable,Unspecified,0,43,55,0,-3.352283988,-2.898919407,1,0,0,0,0,1,0,0,0,0,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,0,49,10,0,-2.823138472,-2.898919407,0,0,0,0,0,1,0,0,0,0,0,0
Unspecified,Associate,Unspecified,143,489,197,0,-0.495323056,-3.080366137,1,0,0,0,1,1,0,0,0,1,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Part-time,Entry level,High School or equivalent,88,256,106,0,-7.16991887,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Mid-Senior level,Bachelor's Degree,192,255,72,0,-3.863756234,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Contract,Entry level,Bachelor's Degree,9,38,20,3,-9.740450581,-5.736378521,1,0,0,0,1,1,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,0,477,0,0,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,1,1,1,0
Full-time,Unspecified,Unspecified,100,468,0,0,-2.856609018,-2.851360103,1,0,0,0,1,0,1,1,0,0,0,0
Part-time,Mid-Senior level,Bachelor's Degree,0,129,74,0,-3.437567297,-7.789313116,0,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,168,418,35,23,-2.823138472,-2.391780105,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Associate,Unspecified,220,208,70,23,-0.977660261,-3.981639589,0,0,0,0,1,1,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,20,181,108,107,-9.996358046,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,0,121,120,16,-2.823138472,-2.898919407,0,0,0,1,0,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,0,39,27,10,-2.823138472,-2.898919407,0,0,0,0,0,1,0,0,1,0,1,0
Full-time,Director,Bachelor's Degree,256,493,674,11,-2.856609018,-7.772064107,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,0,592,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Associate,Bachelor's Degree,60,578,0,0,-3.028126795,-6.958428728,1,0,0,0,1,0,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,0,357,89,27,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,1,0,1,0
Contract,Mid-Senior level,Bachelor's Degree,113,506,12,0,-3.972869919,-3.981639589,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,163,391,103,39,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Entry level,Unspecified,0,191,66,30,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,0,0,1,0
Contract,Entry level,Bachelor's Degree,9,32,20,3,-9.740450581,-5.736378521,1,0,0,0,1,1,0,0,1,0,0,0
Contract,Unspecified,Bachelor's Degree,0,286,0,0,-3.769772449,-2.806386024,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Associate,Unspecified,94,185,69,39,-9.996358046,-2.391780105,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Associate,Unspecified,92,653,170,2,-1.356293292,-6.897744692,1,0,1,0,1,1,0,0,1,1,1,0
Full-time,Entry level,Unspecified,0,24,11,30,-2.834459249,-3.080366137,1,0,1,0,0,0,0,0,0,0,0,1
Contract,Associate,Unspecified,21,22,52,13,-1.674331188,-2.898919407,0,0,0,1,1,1,0,0,0,0,0,0
Other,Unspecified,Unspecified,37,15,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Director,Bachelor's Degree,60,882,0,0,-3.028126795,-3.780290306,1,0,0,0,1,1,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,7,350,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,1,1,0,0,0,0
Unspecified,Unspecified,Unspecified,0,349,136,0,-0.495323056,-2.391780105,1,0,0,0,0,0,0,0,1,1,0,1
Temporary,Internship,Bachelor's Degree,0,241,136,98,-9.996358046,-2.806386024,0,0,0,0,1,1,0,0,1,0,1,0
Contract,Entry level,Bachelor's Degree,9,38,20,3,-9.740450581,-5.736378521,1,0,0,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,192,255,68,0,-3.863756234,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,16,310,0,0,-2.823138472,-2.898919407,0,0,0,1,1,0,0,0,0,1,0,0
Full-time,Mid-Senior level,Unspecified,14,158,20,35,-3.769772449,-3.549243538,1,0,0,0,1,0,0,0,1,0,0,0
Full-time,Not Applicable,High School or equivalent,136,112,8,2,-2.856609018,-2.853301252,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,284,79,49,56,-2.823138472,-2.898919407,1,0,0,0,0,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,69,457,0,0,-4.567343235,-2.391780105,1,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,25,446,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Entry level,Bachelor's Degree,119,31,31,39,-2.015685175,-3.981639589,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,82,481,0,0,-3.134094473,-2.898919407,0,0,0,0,1,0,1,0,1,0,1,0
Full-time,Director,Bachelor's Degree,92,253,214,4,-5.508415548,-3.943048543,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,0,323,0,11,-3.056588271,-3.549243538,1,0,1,0,0,0,0,0,0,0,0,0
Full-time,Entry level,High School or equivalent,0,323,0,11,-3.056588271,-3.549243538,1,0,1,0,0,0,0,0,0,0,0,0
Contract,Entry level,Bachelor's Degree,9,39,20,3,-9.740450581,-5.736378521,1,0,0,0,1,1,0,0,0,0,0,0
Other,Internship,Some College Coursework Completed,97,155,0,0,-2.856609018,-4.403047312,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Entry level,High School or equivalent,0,323,0,11,-3.056588271,-3.549243538,1,0,1,0,0,0,0,0,0,0,0,0
Full-time,Entry level,Bachelor's Degree,201,57,17,0,-3.972869919,-4.835137309,0,0,1,0,1,1,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,34,224,0,0,-3.028126795,-2.898919407,1,0,0,0,0,0,0,0,1,1,1,0
Full-time,Associate,Bachelor's Degree,92,220,99,15,-9.740450581,-5.736378521,1,0,0,0,1,0,0,0,0,1,1,0
Unspecified,Unspecified,Unspecified,0,64,25,16,-2.823138472,-2.898919407,0,0,0,0,0,0,1,0,0,1,1,1
Full-time,Mid-Senior level,Bachelor's Degree,190,194,104,116,-9.996358046,-2.391780105,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Entry level,Unspecified,99,164,85,22,-2.856609018,-4.708274573,0,0,0,0,1,1,0,0,0,0,0,0
Contract,Entry level,Bachelor's Degree,9,38,20,3,-9.740450581,-5.736378521,1,0,0,0,1,1,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,84,166,177,20,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,0,0,1,0
Contract,Entry level,Bachelor's Degree,152,227,123,234,-9.996358046,-7.917538129,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Associate,Vocational,136,69,3,0,-2.823138472,-2.806386024,0,0,0,0,1,1,0,0,0,0,1,0
